ICD9,Description,HCUP CCS Classification,HCC Category,CCW Classification,CDPS Classification
7012,Acq acanthosis nigricans,Oth skin dx,,,"Skin, Super Low"
7013,Striae atrophicae,Oth skin dx,,,"Skin, Super Low"
7014,Keloid scar,Oth skin dx,,,"Skin, Super Low"
7015,Abnormal granulation NEC,Oth skin dx,,,"Skin, Super Low"
7018,Skin hypertro/atroph NEC,Oth skin dx,,,"Skin, Super Low"
7019,Skin hypertro/atroph NOS,Oth skin dx,,,"Skin, Super Low"
7020,Actinic keratosis,Oth skin dx,,,"Infectious Disease, Low"
70211,Inflamed sbrheic keratos,Oth skin dx,,,"Skin, Super Low"
70219,Other sborheic keratosis,Oth skin dx,,,"Skin, Super Low"
7028,Other specf dermatoses,Oth skin dx,,,"Skin, Super Low"
7030,Ingrowing nail,Oth skin dx,,,"Infectious Disease, Low"
7038,Diseases of nail NEC,Oth skin dx,,,"Skin, Super Low"
7039,Disease of nail NOS,Oth skin dx,,,"Skin, Super Low"
70400,Alopecia NOS,Oth skin dx,,,"Skin, Super Low"
70401,Alopecia areata,Oth skin dx,,,"Skin, Super Low"
70402,Telogen effluvium,Oth skin dx,,,"Skin, Super Low"
70409,Alopecia NEC,Oth skin dx,,,"Skin, Super Low"
7041,Hirsutism,Oth skin dx,,,"Infectious Disease, Low"
7042,Abnormalities of hair,Oth skin dx,,,"Infectious Disease, Low"
7043,Variations in hair color,Oth skin dx,,,"Infectious Disease, Low"
70441,Pilar cyst,Oth skin dx,,,"Skin, Super Low"
70442,Trichilemmal cyst,Oth skin dx,,,"Skin, Super Low"
7048,Hair diseases NEC,Oth skin dx,,,"Skin, Super Low"
7049,Hair disease NOS,Oth skin dx,,,"Infectious Disease, Low"
7050,Anhidrosis,Oth skin dx,,,"Skin, Super Low"
7051,Prickly heat,Oth skin dx,,,"Infectious Disease, Low"
70521,Primary focal hyprhidros,Oth skin dx,,,"Skin, Super Low"
70522,Sec focal hyperhidrosis,Oth skin dx,,,"Skin, Super Low"
70581,Dyshidrosis,Oth skin dx,,,"Skin, Super Low"
70582,Fox-fordyce disease,Oth skin dx,,,"Skin, Super Low"
70583,Hidradenitis,Oth skin dx,,,"Skin, Super Low"
70589,Sweat gland disorder NEC,Oth skin dx,,,"Skin, Super Low"
7059,Sweat gland disorder NOS,Oth skin dx,,,"Infectious Disease, Low"
7060,Acne varioliformis,Oth skin dx,,,"Skin, Super Low"
7061,Acne NEC,Oth skin dx,,,"Skin, Super Low"
7062,Sebaceous cyst,Oth skin dx,,,"Skin, Super Low"
7063,Seborrhea,Oth skin dx,,,"Skin, Super Low"
7068,Sebaceous gland dis NEC,Oth skin dx,,,"Skin, Super Low"
7069,Sebaceous gland dis NOS,Oth skin dx,,,"Skin, Super Low"
70700,"Pressure ulcer, site NOS",Ulcer skin,HCC148 Decubitus Ulcer of Skin,,"Skin, High"
70701,"Pressure ulcer, elbow",Ulcer skin,HCC148 Decubitus Ulcer of Skin,,"Skin, High"
70702,"Pressure ulcer, upr back",Ulcer skin,HCC148 Decubitus Ulcer of Skin,,"Skin, High"
70703,"Pressure ulcer, low back",Ulcer skin,HCC148 Decubitus Ulcer of Skin,,"Skin, High"
70704,"Pressure ulcer, hip",Ulcer skin,HCC148 Decubitus Ulcer of Skin,,"Skin, High"
70705,"Pressure ulcer, buttock",Ulcer skin,HCC148 Decubitus Ulcer of Skin,,"Skin, High"
70706,"Pressure ulcer, ankle",Ulcer skin,HCC148 Decubitus Ulcer of Skin,,"Skin, High"
70707,"Pressure ulcer, heel",Ulcer skin,HCC148 Decubitus Ulcer of Skin,,"Skin, High"
70709,"Pressure ulcer, site NEC",Ulcer skin,HCC148 Decubitus Ulcer of Skin,,"Skin, High"
70710,Ulcer of lower limb NOS,Ulcer skin,"HCC149 Chronic Ulcer of Skin, Except Decubitus",,"Skin, Low"
70711,Ulcer of thigh,Ulcer skin,"HCC149 Chronic Ulcer of Skin, Except Decubitus",,"Skin, Low"
70712,Ulcer of calf,Ulcer skin,"HCC149 Chronic Ulcer of Skin, Except Decubitus",,"Skin, Low"
70713,Ulcer of ankle,Ulcer skin,"HCC149 Chronic Ulcer of Skin, Except Decubitus",,"Skin, Low"
70714,Ulcer of heel & midfoot,Ulcer skin,"HCC149 Chronic Ulcer of Skin, Except Decubitus",,"Skin, Low"
70715,Ulcer other part of foot,Ulcer skin,"HCC149 Chronic Ulcer of Skin, Except Decubitus",,"Skin, Low"
70719,Ulcer oth part low limb,Ulcer skin,"HCC149 Chronic Ulcer of Skin, Except Decubitus",,"Skin, Low"
70720,"Pressure ulcer,stage NOS",Ulcer skin,HCC148 Decubitus Ulcer of Skin,,"Skin, Low"
70721,"Pressure ulcer, stage I",Ulcer skin,HCC148 Decubitus Ulcer of Skin,,"Skin, Low"
70722,"Pressure ulcer, stage II",Ulcer skin,HCC148 Decubitus Ulcer of Skin,,"Skin, Low"
70723,"Pressure ulcer,stage III",Ulcer skin,HCC148 Decubitus Ulcer of Skin,,"Skin, Low"
70724,"Pressure ulcer, stage IV",Ulcer skin,HCC148 Decubitus Ulcer of Skin,,"Skin, Low"
70725,"Pressure ulcer,unstagebl",Ulcer skin,HCC148 Decubitus Ulcer of Skin,,"Skin, Low"
7078,Chronic skin ulcer NEC,Ulcer skin,"HCC149 Chronic Ulcer of Skin, Except Decubitus",,"Skin, Low"
7079,Chronic skin ulcer NOS,Ulcer skin,"HCC149 Chronic Ulcer of Skin, Except Decubitus",,"Skin, Low"
7080,Allergic urticaria,Allergy,,,"Skin, Super Low"
7081,Idiopathic urticaria,Allergy,,,"Skin, Super Low"
7082,Urticaria from cold/heat,Allergy,,,"Skin, Super Low"
7083,Dermatographic urticaria,Allergy,,,"Skin, Super Low"
7084,Vibratory urticaria,Allergy,,,"Skin, Super Low"
7085,Cholinergic urticaria,Allergy,,,"Skin, Super Low"
7088,Urticaria NEC,Allergy,,,"Skin, Super Low"
7089,Urticaria NOS,Allergy,,,"Skin, Super Low"
70900,"Dyschromia, unspecified",Oth skin dx,,,"Skin, Super Low"
70901,Vitiligo,Oth skin dx,,,"Skin, Super Low"
70909,Other dyschromia,Oth skin dx,,,"Skin, Super Low"
7091,Vascular disord of skin,Oth skin dx,,,"Skin, Super Low"
7092,Scar & fibrosis of skin,Oth skin dx,,,"Skin, Super Low"
7093,Degenerative skin disord,Oth skin dx,,,"Skin, Super Low"
7094,Foreign body granul-skin,Oth skin dx,,,"Skin, Super Low"
7098,Skin disorders NEC,Oth skin dx,,,"Skin, Super Low"
7099,Skin disorder NOS,Oth skin dx,,,"Skin, Super Low"
7100,Syst lupus erythematosus,SLE,HCC38 Rheumatoid Arthritis & Inflammatory Connective Disease Tissue,,"Skeletal, Medium"
7101,Systemic sclerosis,SLE,HCC38 Rheumatoid Arthritis & Inflammatory Connective Disease Tissue,,"Skeletal, Medium"
7102,Sicca syndrome,SLE,HCC38 Rheumatoid Arthritis & Inflammatory Connective Disease Tissue,,"Skeletal, Medium"
7103,Dermatomyositis,SLE,HCC38 Rheumatoid Arthritis & Inflammatory Connective Disease Tissue,,"Skeletal, Medium"
7104,Polymyositis,SLE,HCC38 Rheumatoid Arthritis & Inflammatory Connective Disease Tissue,,"Skeletal, Medium"
7105,Eosinophilia myalgia snd,Ot conn tiss,HCC38 Rheumatoid Arthritis & Inflammatory Connective Disease Tissue,,"Skeletal, Medium"
7108,Diff connect tis dis NEC,SLE,HCC38 Rheumatoid Arthritis & Inflammatory Connective Disease Tissue,,"Skeletal, Medium"
7109,Diff connect tis dis NOS,SLE,HCC38 Rheumatoid Arthritis & Inflammatory Connective Disease Tissue,,"Skeletal, Medium"
71100,Pyogen arthritis-unspec,Infect arth,HCC37 Bone/Joint/Muscle Infections/Necrosis,,"Skeletal, Medium"
71101,Pyogen arthritis-shlder,Infect arth,HCC37 Bone/Joint/Muscle Infections/Necrosis,,"Skeletal, Medium"
71102,Pyogen arthritis-up/arm,Infect arth,HCC37 Bone/Joint/Muscle Infections/Necrosis,,"Skeletal, Medium"
71103,Pyogen arthritis-forearm,Infect arth,HCC37 Bone/Joint/Muscle Infections/Necrosis,,"Skeletal, Medium"
71104,Pyogen arthritis-hand,Infect arth,HCC37 Bone/Joint/Muscle Infections/Necrosis,,"Skeletal, Medium"
71105,Pyogen arthritis-pelvis,Infect arth,HCC37 Bone/Joint/Muscle Infections/Necrosis,,"Skeletal, Medium"
71106,Pyogen arthritis-l/leg,Infect arth,HCC37 Bone/Joint/Muscle Infections/Necrosis,,"Skeletal, Medium"
71107,Pyogen arthritis-ankle,Infect arth,HCC37 Bone/Joint/Muscle Infections/Necrosis,,"Skeletal, Medium"
71108,Pyogen arthritis NEC,Infect arth,HCC37 Bone/Joint/Muscle Infections/Necrosis,,"Skeletal, Medium"
71109,Pyogen arthritis-mult,Infect arth,HCC37 Bone/Joint/Muscle Infections/Necrosis,,"Skeletal, Medium"
71110,Reiter arthritis-unspec,Infect arth,HCC37 Bone/Joint/Muscle Infections/Necrosis,,"Skeletal, Medium"
71111,Reiter arthritis-shlder,Infect arth,HCC37 Bone/Joint/Muscle Infections/Necrosis,,"Skeletal, Medium"
71112,Reiter arthritis-up/arm,Infect arth,HCC37 Bone/Joint/Muscle Infections/Necrosis,,"Skeletal, Medium"
71113,Reiter arthritis-forearm,Infect arth,HCC37 Bone/Joint/Muscle Infections/Necrosis,,"Skeletal, Medium"
71114,Reiter arthritis-hand,Infect arth,HCC37 Bone/Joint/Muscle Infections/Necrosis,,"Skeletal, Medium"
71115,Reiter arthritis-pelvis,Infect arth,HCC37 Bone/Joint/Muscle Infections/Necrosis,,"Skeletal, Medium"
71116,Reiter arthritis-l/leg,Infect arth,HCC37 Bone/Joint/Muscle Infections/Necrosis,,"Skeletal, Medium"
71117,Reiter arthritis-ankle,Infect arth,HCC37 Bone/Joint/Muscle Infections/Necrosis,,"Skeletal, Medium"
71118,Reiter arthritis NEC,Infect arth,HCC37 Bone/Joint/Muscle Infections/Necrosis,,"Skeletal, Medium"
71119,Reiter arthritis-mult,Infect arth,HCC37 Bone/Joint/Muscle Infections/Necrosis,,"Skeletal, Medium"
71120,Behcet arthritis-unspec,Infect arth,HCC37 Bone/Joint/Muscle Infections/Necrosis,,"Skeletal, Medium"
71121,Behcet arthritis-shlder,Infect arth,HCC37 Bone/Joint/Muscle Infections/Necrosis,,"Skeletal, Medium"
71122,Behcet arthritis-up/arm,Infect arth,HCC37 Bone/Joint/Muscle Infections/Necrosis,,"Skeletal, Medium"
71123,Behcet arthritis-forearm,Infect arth,HCC37 Bone/Joint/Muscle Infections/Necrosis,,"Skeletal, Medium"
71124,Behcet arthritis-hand,Infect arth,HCC37 Bone/Joint/Muscle Infections/Necrosis,,"Skeletal, Medium"
71125,Behcet arthritis-pelvis,Infect arth,HCC37 Bone/Joint/Muscle Infections/Necrosis,,"Skeletal, Medium"
71126,Behcet arthritis-l/leg,Infect arth,HCC37 Bone/Joint/Muscle Infections/Necrosis,,"Skeletal, Medium"
71127,Behcet arthritis-ankle,Infect arth,HCC37 Bone/Joint/Muscle Infections/Necrosis,,"Skeletal, Medium"
71128,Behcet arthritis NEC,Infect arth,HCC37 Bone/Joint/Muscle Infections/Necrosis,,"Skeletal, Medium"
71129,Behcet arthritis-mult,Infect arth,HCC37 Bone/Joint/Muscle Infections/Necrosis,,"Skeletal, Medium"
71130,Dysenter arthrit-unspec,Infect arth,HCC37 Bone/Joint/Muscle Infections/Necrosis,,"Skeletal, Medium"
71131,Dysenter arthrit-shlder,Infect arth,HCC37 Bone/Joint/Muscle Infections/Necrosis,,"Skeletal, Medium"
71132,Dysenter arthrit-up/arm,Infect arth,HCC37 Bone/Joint/Muscle Infections/Necrosis,,"Skeletal, Medium"
71133,Dysenter arthrit-forearm,Infect arth,HCC37 Bone/Joint/Muscle Infections/Necrosis,,"Skeletal, Medium"
71134,Dysenter arthrit-hand,Infect arth,HCC37 Bone/Joint/Muscle Infections/Necrosis,,"Skeletal, Medium"
71135,Dysenter arthrit-pelvis,Infect arth,HCC37 Bone/Joint/Muscle Infections/Necrosis,,"Skeletal, Medium"
71136,Dysenter arthrit-l/leg,Infect arth,HCC37 Bone/Joint/Muscle Infections/Necrosis,,"Skeletal, Medium"
71137,Dysenter arthrit-ankle,Infect arth,HCC37 Bone/Joint/Muscle Infections/Necrosis,,"Skeletal, Medium"
71138,Dysenter arthrit NEC,Infect arth,HCC37 Bone/Joint/Muscle Infections/Necrosis,,"Skeletal, Medium"
71139,Dysenter arthrit-mult,Infect arth,HCC37 Bone/Joint/Muscle Infections/Necrosis,,"Skeletal, Medium"
71140,Bact arthritis-unspec,Infect arth,HCC37 Bone/Joint/Muscle Infections/Necrosis,,"Skeletal, Medium"
71141,Bact arthritis-shlder,Infect arth,HCC37 Bone/Joint/Muscle Infections/Necrosis,,"Skeletal, Medium"
71142,Bact arthritis-up/arm,Infect arth,HCC37 Bone/Joint/Muscle Infections/Necrosis,,"Skeletal, Medium"
71143,Bact arthritis-forearm,Infect arth,HCC37 Bone/Joint/Muscle Infections/Necrosis,,"Skeletal, Medium"
71144,Bact arthritis-hand,Infect arth,HCC37 Bone/Joint/Muscle Infections/Necrosis,,"Skeletal, Medium"
71145,Bact arthritis-pelvis,Infect arth,HCC37 Bone/Joint/Muscle Infections/Necrosis,,"Skeletal, Medium"
71146,Bact arthritis-l/leg,Infect arth,HCC37 Bone/Joint/Muscle Infections/Necrosis,,"Skeletal, Medium"
71147,Bact arthritis-ankle,Infect arth,HCC37 Bone/Joint/Muscle Infections/Necrosis,,"Skeletal, Medium"
71148,Bact arthritis NEC,Infect arth,HCC37 Bone/Joint/Muscle Infections/Necrosis,,"Skeletal, Medium"
71149,Bact arthritis-mult,Infect arth,HCC37 Bone/Joint/Muscle Infections/Necrosis,,"Skeletal, Medium"
71150,Viral arthritis-unspec,Infect arth,HCC37 Bone/Joint/Muscle Infections/Necrosis,,"Skeletal, Medium"
71151,Viral arthritis-shlder,Infect arth,HCC37 Bone/Joint/Muscle Infections/Necrosis,,"Skeletal, Medium"
71152,Viral arthritis-up/arm,Infect arth,HCC37 Bone/Joint/Muscle Infections/Necrosis,,"Skeletal, Medium"
71153,Viral arthritis-forearm,Infect arth,HCC37 Bone/Joint/Muscle Infections/Necrosis,,"Skeletal, Medium"
71154,Viral arthritis-hand,Infect arth,HCC37 Bone/Joint/Muscle Infections/Necrosis,,"Skeletal, Medium"
71155,Viral arthritis-pelvis,Infect arth,HCC37 Bone/Joint/Muscle Infections/Necrosis,,"Skeletal, Medium"
71156,Viral arthritis-l/leg,Infect arth,HCC37 Bone/Joint/Muscle Infections/Necrosis,,"Skeletal, Medium"
71157,Viral arthritis-ankle,Infect arth,HCC37 Bone/Joint/Muscle Infections/Necrosis,,"Skeletal, Medium"
71158,Viral arthritis NEC,Infect arth,HCC37 Bone/Joint/Muscle Infections/Necrosis,,"Skeletal, Medium"
71159,Viral arthritis-mult,Infect arth,HCC37 Bone/Joint/Muscle Infections/Necrosis,,"Skeletal, Medium"
71160,Mycotic arthritis-unspec,Infect arth,HCC37 Bone/Joint/Muscle Infections/Necrosis,,"Skeletal, Medium"
71161,Mycotic arthritis-shlder,Infect arth,HCC37 Bone/Joint/Muscle Infections/Necrosis,,"Skeletal, Medium"
71162,Mycotic arthritis-up/arm,Infect arth,HCC37 Bone/Joint/Muscle Infections/Necrosis,,"Skeletal, Medium"
71163,Mycotic arthrit-forearm,Infect arth,HCC37 Bone/Joint/Muscle Infections/Necrosis,,"Skeletal, Medium"
71164,Mycotic arthritis-hand,Infect arth,HCC37 Bone/Joint/Muscle Infections/Necrosis,,"Skeletal, Medium"
71165,Mycotic arthritis-pelvis,Infect arth,HCC37 Bone/Joint/Muscle Infections/Necrosis,,"Skeletal, Medium"
71166,Mycotic arthritis-l/leg,Infect arth,HCC37 Bone/Joint/Muscle Infections/Necrosis,,"Skeletal, Medium"
71167,Mycotic arthritis-ankle,Infect arth,HCC37 Bone/Joint/Muscle Infections/Necrosis,,"Skeletal, Medium"
71168,Mycotic arthritis NEC,Infect arth,HCC37 Bone/Joint/Muscle Infections/Necrosis,,"Skeletal, Medium"
71169,Mycotic arthritis-mult,Infect arth,HCC37 Bone/Joint/Muscle Infections/Necrosis,,"Skeletal, Medium"
71170,Helminth arthrit-unspec,Infect arth,HCC37 Bone/Joint/Muscle Infections/Necrosis,,"Skeletal, Medium"
71171,Helminth arthrit-shlder,Infect arth,HCC37 Bone/Joint/Muscle Infections/Necrosis,,"Skeletal, Medium"
71172,Helminth arthrit-up/arm,Infect arth,HCC37 Bone/Joint/Muscle Infections/Necrosis,,"Skeletal, Medium"
71173,Helminth arthrit-forearm,Infect arth,HCC37 Bone/Joint/Muscle Infections/Necrosis,,"Skeletal, Medium"
71174,Helminth arthrit-hand,Infect arth,HCC37 Bone/Joint/Muscle Infections/Necrosis,,"Skeletal, Medium"
71175,Helminth arthrit-pelvis,Infect arth,HCC37 Bone/Joint/Muscle Infections/Necrosis,,"Skeletal, Medium"
71176,Helminth arthrit-l/leg,Infect arth,HCC37 Bone/Joint/Muscle Infections/Necrosis,,"Skeletal, Medium"
71177,Helminth arthrit-ankle,Infect arth,HCC37 Bone/Joint/Muscle Infections/Necrosis,,"Skeletal, Medium"
71178,Helminth arthrit NEC,Infect arth,HCC37 Bone/Joint/Muscle Infections/Necrosis,,"Skeletal, Medium"
71179,Helminth arthrit-mult,Infect arth,HCC37 Bone/Joint/Muscle Infections/Necrosis,,"Skeletal, Medium"
71180,Inf arthritis NEC-unspec,Infect arth,HCC37 Bone/Joint/Muscle Infections/Necrosis,,"Skeletal, Medium"
71181,Inf arthritis NEC-shlder,Infect arth,HCC37 Bone/Joint/Muscle Infections/Necrosis,,"Skeletal, Medium"
71182,Inf arthritis NEC-up/arm,Infect arth,HCC37 Bone/Joint/Muscle Infections/Necrosis,,"Skeletal, Medium"
71183,Inf arthrit NEC-forearm,Infect arth,HCC37 Bone/Joint/Muscle Infections/Necrosis,,"Skeletal, Medium"
71184,Inf arthritis NEC-hand,Infect arth,HCC37 Bone/Joint/Muscle Infections/Necrosis,,"Skeletal, Medium"
71185,Inf arthritis NEC-pelvis,Infect arth,HCC37 Bone/Joint/Muscle Infections/Necrosis,,"Skeletal, Medium"
71186,Inf arthritis NEC-l/leg,Infect arth,HCC37 Bone/Joint/Muscle Infections/Necrosis,,"Skeletal, Medium"
71187,Inf arthritis NEC-ankle,Infect arth,HCC37 Bone/Joint/Muscle Infections/Necrosis,,"Skeletal, Medium"
71188,Inf arthrit NEC-oth site,Infect arth,HCC37 Bone/Joint/Muscle Infections/Necrosis,,"Skeletal, Medium"
71189,Inf arthritis NEC-mult,Infect arth,HCC37 Bone/Joint/Muscle Infections/Necrosis,,"Skeletal, Medium"
71190,Inf arthritis NOS-unspec,Infect arth,HCC37 Bone/Joint/Muscle Infections/Necrosis,,"Skeletal, Medium"
71191,Inf arthritis NOS-shlder,Infect arth,HCC37 Bone/Joint/Muscle Infections/Necrosis,,"Skeletal, Medium"
71192,Inf arthritis NOS-up/arm,Infect arth,HCC37 Bone/Joint/Muscle Infections/Necrosis,,"Skeletal, Medium"
71193,Inf arthrit NOS-forearm,Infect arth,HCC37 Bone/Joint/Muscle Infections/Necrosis,,"Skeletal, Medium"
71194,Inf arthrit NOS-hand,Infect arth,HCC37 Bone/Joint/Muscle Infections/Necrosis,,"Skeletal, Medium"
71195,Inf arthrit NOS-pelvis,Infect arth,HCC37 Bone/Joint/Muscle Infections/Necrosis,,"Skeletal, Medium"
71196,Inf arthrit NOS-l/leg,Infect arth,HCC37 Bone/Joint/Muscle Infections/Necrosis,,"Skeletal, Medium"
71197,Inf arthrit NOS-ankle,Infect arth,HCC37 Bone/Joint/Muscle Infections/Necrosis,,"Skeletal, Medium"
71198,Inf arthrit NOS-oth site,Infect arth,HCC37 Bone/Joint/Muscle Infections/Necrosis,,"Skeletal, Medium"
71199,Inf arthritis NOS-mult,Infect arth,HCC37 Bone/Joint/Muscle Infections/Necrosis,,"Skeletal, Medium"
71210,Dicalc phos cryst-unspec,Gout/ot crys,,,"Skeletal, Medium"
71211,Dicalc phos cryst-shlder,Gout/ot crys,,,"Skeletal, Medium"
71212,Dicalc phos cryst-up/arm,Gout/ot crys,,,"Skeletal, Medium"
71213,Dicalc phos crys-forearm,Gout/ot crys,,,"Skeletal, Medium"
71214,Dicalc phos cryst-hand,Gout/ot crys,,,"Skeletal, Medium"
71215,Dicalc phos cryst-pelvis,Gout/ot crys,,,"Skeletal, Medium"
71216,Dicalc phos cryst-l/leg,Gout/ot crys,,,"Skeletal, Medium"
71217,Dicalc phos cryst-ankle,Gout/ot crys,,,"Skeletal, Medium"
71218,Dicalc phos cry-site NEC,Gout/ot crys,,,"Skeletal, Medium"
71219,Dicalc phos cryst-mult,Gout/ot crys,,,"Skeletal, Medium"
71220,Pyrophosph cryst-unspec,Gout/ot crys,,,"Skeletal, Medium"
71221,Pyrophosph cryst-shlder,Gout/ot crys,,,"Skeletal, Medium"
71222,Pyrophosph cryst-up/arm,Gout/ot crys,,,"Skeletal, Medium"
71223,Pyrophosph cryst-forearm,Gout/ot crys,,,"Skeletal, Medium"
71224,Pyrophosph cryst-hand,Gout/ot crys,,,"Skeletal, Medium"
71225,Pyrophosph cryst-pelvis,Gout/ot crys,,,"Skeletal, Medium"
71226,Pyrophosph cryst-l/leg,Gout/ot crys,,,"Skeletal, Medium"
71227,Pyrophosph cryst-ankle,Gout/ot crys,,,"Skeletal, Medium"
71228,Pyrophos cryst-site NEC,Gout/ot crys,,,"Skeletal, Medium"
71229,Pyrophos cryst-mult,Gout/ot crys,,,"Skeletal, Medium"
71230,Chondrocalcin NOS-unspec,Gout/ot crys,,,"Skeletal, Medium"
71231,Chondrocalcin NOS-shlder,Gout/ot crys,,,"Skeletal, Medium"
71232,Chondrocalcin NOS-up/arm,Gout/ot crys,,,"Skeletal, Medium"
71233,Chondrocalc NOS-forearm,Gout/ot crys,,,"Skeletal, Medium"
71234,Chondrocalcin NOS-hand,Gout/ot crys,,,"Skeletal, Medium"
71235,Chondrocalcin NOS-pelvis,Gout/ot crys,,,"Skeletal, Medium"
71236,Chondrocalcin NOS-l/leg,Gout/ot crys,,,"Skeletal, Medium"
71237,Chondrocalcin NOS-ankle,Gout/ot crys,,,"Skeletal, Medium"
71238,Chondrocalc NOS-oth site,Gout/ot crys,,,"Skeletal, Medium"
71239,Chondrocalcin NOS-mult,Gout/ot crys,,,"Skeletal, Medium"
71280,Cryst arthrop NEC-unspec,Gout/ot crys,,,"Skeletal, Medium"
71281,Cryst arthrop NEC-shlder,Gout/ot crys,,,"Skeletal, Medium"
71282,Cryst arthrop NEC-up/arm,Gout/ot crys,,,"Skeletal, Medium"
71283,Crys arthrop NEC-forearm,Gout/ot crys,,,"Skeletal, Medium"
71284,Cryst arthrop NEC-hand,Gout/ot crys,,,"Skeletal, Medium"
71285,Cryst arthrop NEC-pelvis,Gout/ot crys,,,"Skeletal, Medium"
71286,Cryst arthrop NEC-l/leg,Gout/ot crys,,,"Skeletal, Medium"
71287,Cryst arthrop NEC-ankle,Gout/ot crys,,,"Skeletal, Medium"
71288,Cry arthrop NEC-oth site,Gout/ot crys,,,"Skeletal, Medium"
71289,Cryst arthrop NEC-mult,Gout/ot crys,,,"Skeletal, Medium"
71290,Cryst arthrop NOS-unspec,Gout/ot crys,,,"Skeletal, Medium"
71291,Cryst arthrop NOS-shldr,Gout/ot crys,,,"Skeletal, Medium"
71292,Cryst arthrop NOS-up/arm,Gout/ot crys,,,"Skeletal, Medium"
71293,Crys arthrop NOS-forearm,Gout/ot crys,,,"Skeletal, Medium"
71294,Cryst arthrop NOS-hand,Gout/ot crys,,,"Skeletal, Medium"
71295,Cryst arthrop NOS-pelvis,Gout/ot crys,,,"Skeletal, Medium"
71296,Cryst arthrop NOS-l/leg,Gout/ot crys,,,"Skeletal, Medium"
71297,Cryst arthrop NOS-ankle,Gout/ot crys,,,"Skeletal, Medium"
71298,Cry arthrop NOS-oth site,Gout/ot crys,,,"Skeletal, Medium"
71299,Cryst arthrop NOS-mult,Gout/ot crys,,,"Skeletal, Medium"
7130,Arthrop w endocr/met dis,Ot joint dx,,,"Skeletal, Medium"
7131,Arthrop w noninf GI dis,Ot joint dx,,,"Skeletal, Medium"
7132,Arthropath w hematol dis,Ot joint dx,,,"Skeletal, Medium"
7133,Arthropathy w skin dis,Ot joint dx,,,"Skeletal, Medium"
7134,Arthropathy w resp dis,Ot joint dx,,,"Skeletal, Medium"
7135,Arthropathy w nerve dis,Ot joint dx,,,"Skeletal, Medium"
7136,Arthrop w hypersen react,Ot joint dx,,,"Skeletal, Medium"
7137,Arthrop w system dis NEC,Ot joint dx,,,"Skeletal, Medium"
7138,Arthrop w oth dis NEC,Ot joint dx,,,"Skeletal, Medium"
7140,Rheumatoid arthritis,Rheum arth,HCC38 Rheumatoid Arthritis & Inflammatory Connective Disease Tissue,Arthritis,"Skeletal, Medium"
7141,Felty's syndrome,Rheum arth,HCC38 Rheumatoid Arthritis & Inflammatory Connective Disease Tissue,Arthritis,"Skeletal, Medium"
7142,Syst rheum arthritis NEC,Rheum arth,HCC38 Rheumatoid Arthritis & Inflammatory Connective Disease Tissue,Arthritis,"Skeletal, Medium"
71430,Juv rheum arthritis NOS,Rheum arth,HCC38 Rheumatoid Arthritis & Inflammatory Connective Disease Tissue,Arthritis,"Skeletal, Medium"
71431,Polyart juv rheum arthr,Rheum arth,HCC38 Rheumatoid Arthritis & Inflammatory Connective Disease Tissue,Arthritis,"Skeletal, Medium"
71432,Pauciart juv rheum arthr,Rheum arth,HCC38 Rheumatoid Arthritis & Inflammatory Connective Disease Tissue,Arthritis,"Skeletal, Medium"
71433,Monoart juv rheum arthr,Rheum arth,HCC38 Rheumatoid Arthritis & Inflammatory Connective Disease Tissue,Arthritis,"Skeletal, Medium"
7144,Chr postrheum arthritis,Rheum arth,HCC38 Rheumatoid Arthritis & Inflammatory Connective Disease Tissue,,"Skeletal, Medium"
71481,Rheumatoid lung,Rheum arth,HCC38 Rheumatoid Arthritis & Inflammatory Connective Disease Tissue,,"Skeletal, Medium"
71489,Inflamm polyarthrop NEC,Rheum arth,HCC38 Rheumatoid Arthritis & Inflammatory Connective Disease Tissue,,"Skeletal, Medium"
7149,Inflamm polyarthrop NOS,Rheum arth,HCC38 Rheumatoid Arthritis & Inflammatory Connective Disease Tissue,,"Skeletal, Medium"
71500,General osteoarthrosis,Osteoarthros,,Arthritis,Skeletal
71504,Gen osteoarthros-hand,Osteoarthros,,Arthritis,Skeletal
71509,General osteoarthrosis,Osteoarthros,,Arthritis,Skeletal
71510,Loc prim osteoart-unspec,Osteoarthros,,Arthritis,Skeletal
71511,Loc prim osteoart-shlder,Osteoarthros,,Arthritis,Skeletal
71512,Loc prim osteoart-up/arm,Osteoarthros,,Arthritis,Skeletal
71513,Loc prim osteoart-forarm,Osteoarthros,,Arthritis,Skeletal
71514,Loc prim osteoarth-hand,Osteoarthros,,Arthritis,Skeletal
71515,Loc prim osteoart-pelvis,Osteoarthros,,Arthritis,Skeletal
71516,Loc prim osteoart-l/leg,Osteoarthros,,Arthritis,Skeletal
71517,Loc prim osteoarth-ankle,Osteoarthros,,Arthritis,Skeletal
71518,Loc prim osteoarthr NEC,Osteoarthros,,Arthritis,Skeletal
71520,Loc 2nd osteoarth-unspec,Osteoarthros,,Arthritis,Skeletal
71521,Loc 2nd osteoarth-shlder,Osteoarthros,,Arthritis,Skeletal
71522,Loc 2nd osteoarth-up/arm,Osteoarthros,,Arthritis,Skeletal
71523,Loc 2nd osteoart-forearm,Osteoarthros,,Arthritis,Skeletal
71524,Loc 2nd osteoarthro-hand,Osteoarthros,,Arthritis,Skeletal
